#query	EC
TARA_ARC_108_MAG_00139_000000000001_1	3.5.1.9
TARA_ARC_108_MAG_00139_000000000258_2	1.11.1.15
TARA_ARC_108_MAG_00139_000000000258_3	-
TARA_ARC_108_MAG_00139_000000000258_4	-
TARA_ARC_108_MAG_00139_000000000258_5	-
TARA_ARC_108_MAG_00139_000000000258_6	-
TARA_ARC_108_MAG_00139_000000000258_7	-
TARA_ARC_108_MAG_00139_000000000258_8	5.2.1.8
TARA_ARC_108_MAG_00139_000000000259_1	-
TARA_ARC_108_MAG_00139_000000000259_2	2.1.1.176
TARA_ARC_108_MAG_00139_000000000259_3	-
TARA_ARC_108_MAG_00139_000000000259_4	2.1.2.3,3.5.4.10
TARA_ARC_108_MAG_00139_000000000260_1	1.4.3.19
TARA_ARC_108_MAG_00139_000000000260_2	-
TARA_ARC_108_MAG_00139_000000000260_3	-
TARA_ARC_108_MAG_00139_000000000260_4	-
TARA_ARC_108_MAG_00139_000000000261_1	2.3.1.241
TARA_ARC_108_MAG_00139_000000000261_2	-
TARA_ARC_108_MAG_00139_000000000261_3	4.2.1.3
TARA_ARC_108_MAG_00139_000000000261_4	-
TARA_ARC_108_MAG_00139_000000000261_5	-
TARA_ARC_108_MAG_00139_000000000261_6	-
TARA_ARC_108_MAG_00139_000000000261_7	-
TARA_ARC_108_MAG_00139_000000000261_8	-
TARA_ARC_108_MAG_00139_000000000261_9	-
TARA_ARC_108_MAG_00139_000000000261_10	3.6.3.41
TARA_ARC_108_MAG_00139_000000000262_3	-
TARA_ARC_108_MAG_00139_000000000262_4	-
TARA_ARC_108_MAG_00139_000000000262_5	-
TARA_ARC_108_MAG_00139_000000000263_1	-
TARA_ARC_108_MAG_00139_000000000263_2	3.6.3.21
TARA_ARC_108_MAG_00139_000000000263_3	3.4.13.22
TARA_ARC_108_MAG_00139_000000000263_4	-
TARA_ARC_108_MAG_00139_000000000263_6	1.1.1.103
TARA_ARC_108_MAG_00139_000000000263_7	2.3.1.29
TARA_ARC_108_MAG_00139_000000000263_8	-
TARA_ARC_108_MAG_00139_000000000264_1	-
TARA_ARC_108_MAG_00139_000000000264_2	1.1.2.3,1.1.99.31
TARA_ARC_108_MAG_00139_000000000264_3	3.6.4.12
TARA_ARC_108_MAG_00139_000000000264_4	-
TARA_ARC_108_MAG_00139_000000000265_2	-
TARA_ARC_108_MAG_00139_000000000265_3	2.8.1.1,2.8.1.2
TARA_ARC_108_MAG_00139_000000000265_4	2.6.1.1,2.6.1.57
TARA_ARC_108_MAG_00139_000000000265_5	-
TARA_ARC_108_MAG_00139_000000000265_6	-
TARA_ARC_108_MAG_00139_000000000265_7	-
TARA_ARC_108_MAG_00139_000000000265_8	-
TARA_ARC_108_MAG_00139_000000000265_9	2.4.1.129,3.4.16.4
TARA_ARC_108_MAG_00139_000000000266_2	-
TARA_ARC_108_MAG_00139_000000000266_3	-
TARA_ARC_108_MAG_00139_000000000266_4	-
TARA_ARC_108_MAG_00139_000000000266_5	1.5.5.1
TARA_ARC_108_MAG_00139_000000000266_6	-
TARA_ARC_108_MAG_00139_000000000266_7	2.7.1.148
TARA_ARC_108_MAG_00139_000000000266_8	2.5.1.90
TARA_ARC_108_MAG_00139_000000000267_1	-
TARA_ARC_108_MAG_00139_000000000267_2	1.1.1.127,1.1.1.69
TARA_ARC_108_MAG_00139_000000000267_3	-
TARA_ARC_108_MAG_00139_000000000267_4	1.1.1.308
TARA_ARC_108_MAG_00139_000000000267_5	3.6.3.30
TARA_ARC_108_MAG_00139_000000000267_6	-
TARA_ARC_108_MAG_00139_000000000267_7	-
TARA_ARC_108_MAG_00139_000000000267_8	-
TARA_ARC_108_MAG_00139_000000000268_1	2.7.2.11
TARA_ARC_108_MAG_00139_000000000268_2	-
TARA_ARC_108_MAG_00139_000000000268_3	-
TARA_ARC_108_MAG_00139_000000000268_4	-
TARA_ARC_108_MAG_00139_000000000268_5	-
TARA_ARC_108_MAG_00139_000000000268_6	-
TARA_ARC_108_MAG_00139_000000000268_7	-
TARA_ARC_108_MAG_00139_000000000268_8	-
TARA_ARC_108_MAG_00139_000000000269_1	-
TARA_ARC_108_MAG_00139_000000000269_2	-
TARA_ARC_108_MAG_00139_000000000269_3	1.2.1.41
TARA_ARC_108_MAG_00139_000000000269_4	2.7.2.11
TARA_ARC_108_MAG_00139_000000000270_1	-
TARA_ARC_108_MAG_00139_000000000270_2	-
TARA_ARC_108_MAG_00139_000000000270_3	-
TARA_ARC_108_MAG_00139_000000000270_4	-
TARA_ARC_108_MAG_00139_000000000270_5	3.6.3.41
TARA_ARC_108_MAG_00139_000000000271_1	3.4.21.53
TARA_ARC_108_MAG_00139_000000000271_2	2.3.1.16,2.3.1.174
TARA_ARC_108_MAG_00139_000000000271_3	1.14.13.149
TARA_ARC_108_MAG_00139_000000000272_1	-
TARA_ARC_108_MAG_00139_000000000272_2	-
TARA_ARC_108_MAG_00139_000000000272_4	-
TARA_ARC_108_MAG_00139_000000000272_5	-
TARA_ARC_108_MAG_00139_000000000272_6	-
TARA_ARC_108_MAG_00139_000000000272_7	-
TARA_ARC_108_MAG_00139_000000000273_1	-
TARA_ARC_108_MAG_00139_000000000273_2	-
TARA_ARC_108_MAG_00139_000000000273_3	-
TARA_ARC_108_MAG_00139_000000000274_1	3.2.2.21
TARA_ARC_108_MAG_00139_000000000274_2	-
TARA_ARC_108_MAG_00139_000000000274_3	-
TARA_ARC_108_MAG_00139_000000000274_4	-
TARA_ARC_108_MAG_00139_000000000274_5	-
TARA_ARC_108_MAG_00139_000000000274_6	-
TARA_ARC_108_MAG_00139_000000000274_7	-
TARA_ARC_108_MAG_00139_000000000274_9	-
TARA_ARC_108_MAG_00139_000000000274_10	-
TARA_ARC_108_MAG_00139_000000000274_11	-
TARA_ARC_108_MAG_00139_000000000275_1	-
TARA_ARC_108_MAG_00139_000000000275_3	-
TARA_ARC_108_MAG_00139_000000000275_4	-
TARA_ARC_108_MAG_00139_000000000275_5	-
TARA_ARC_108_MAG_00139_000000000276_1	3.5.1.16
TARA_ARC_108_MAG_00139_000000000276_2	-
TARA_ARC_108_MAG_00139_000000000276_3	-
TARA_ARC_108_MAG_00139_000000000277_1	-
TARA_ARC_108_MAG_00139_000000000277_2	-
TARA_ARC_108_MAG_00139_000000000277_3	-
TARA_ARC_108_MAG_00139_000000000277_4	-
TARA_ARC_108_MAG_00139_000000000278_1	-
TARA_ARC_108_MAG_00139_000000000278_2	-
TARA_ARC_108_MAG_00139_000000000278_3	-
TARA_ARC_108_MAG_00139_000000000279_1	-
TARA_ARC_108_MAG_00139_000000000279_2	-
TARA_ARC_108_MAG_00139_000000000279_3	-
TARA_ARC_108_MAG_00139_000000000279_4	-
TARA_ARC_108_MAG_00139_000000000279_5	1.17.1.9
TARA_ARC_108_MAG_00139_000000000279_6	-
TARA_ARC_108_MAG_00139_000000000279_7	3.1.11.6
TARA_ARC_108_MAG_00139_000000000279_8	6.3.4.13
TARA_ARC_108_MAG_00139_000000000279_9	-
TARA_ARC_108_MAG_00139_000000000279_10	-
TARA_ARC_108_MAG_00139_000000000279_11	-
TARA_ARC_108_MAG_00139_000000000279_12	-
TARA_ARC_108_MAG_00139_000000000279_13	3.4.21.107
TARA_ARC_108_MAG_00139_000000000280_2	-
TARA_ARC_108_MAG_00139_000000000280_3	-
TARA_ARC_108_MAG_00139_000000000280_4	-
TARA_ARC_108_MAG_00139_000000000280_5	-
TARA_ARC_108_MAG_00139_000000000280_6	-
TARA_ARC_108_MAG_00139_000000000280_7	-
TARA_ARC_108_MAG_00139_000000000281_1	-
TARA_ARC_108_MAG_00139_000000000281_2	3.6.1.55
TARA_ARC_108_MAG_00139_000000000281_3	3.1.3.3
TARA_ARC_108_MAG_00139_000000000281_4	-
TARA_ARC_108_MAG_00139_000000000281_5	-
TARA_ARC_108_MAG_00139_000000000281_6	4.3.1.19
TARA_ARC_108_MAG_00139_000000000281_7	6.3.4.5
TARA_ARC_108_MAG_00139_000000000281_8	-
TARA_ARC_108_MAG_00139_000000000281_9	1.8.4.11
TARA_ARC_108_MAG_00139_000000000282_1	-
TARA_ARC_108_MAG_00139_000000000282_2	-
TARA_ARC_108_MAG_00139_000000000282_3	4.2.1.1
TARA_ARC_108_MAG_00139_000000000282_4	-
TARA_ARC_108_MAG_00139_000000000283_1	-
TARA_ARC_108_MAG_00139_000000000283_2	-
TARA_ARC_108_MAG_00139_000000000284_1	-
TARA_ARC_108_MAG_00139_000000000284_2	-
TARA_ARC_108_MAG_00139_000000000284_3	-
TARA_ARC_108_MAG_00139_000000000284_4	-
TARA_ARC_108_MAG_00139_000000000284_5	1.2.1.3
TARA_ARC_108_MAG_00139_000000000284_6	5.4.99.28,5.4.99.29
TARA_ARC_108_MAG_00139_000000000284_7	-
TARA_ARC_108_MAG_00139_000000000284_8	-
TARA_ARC_108_MAG_00139_000000000284_9	1.5.3.19
TARA_ARC_108_MAG_00139_000000000285_1	1.1.1.120,1.1.1.175,1.1.1.48
TARA_ARC_108_MAG_00139_000000000285_2	3.2.1.22
TARA_ARC_108_MAG_00139_000000000285_3	-
TARA_ARC_108_MAG_00139_000000000285_4	-
TARA_ARC_108_MAG_00139_000000000285_5	-
TARA_ARC_108_MAG_00139_000000000285_6	-
TARA_ARC_108_MAG_00139_000000000286_1	2.2.1.1
TARA_ARC_108_MAG_00139_000000000286_2	-
TARA_ARC_108_MAG_00139_000000000286_3	-
TARA_ARC_108_MAG_00139_000000000286_4	-
TARA_ARC_108_MAG_00139_000000000286_6	-
TARA_ARC_108_MAG_00139_000000000286_7	-
TARA_ARC_108_MAG_00139_000000000286_8	-
TARA_ARC_108_MAG_00139_000000000286_9	-
TARA_ARC_108_MAG_00139_000000000286_10	2.7.7.76
TARA_ARC_108_MAG_00139_000000000287_1	-
TARA_ARC_108_MAG_00139_000000000287_2	-
TARA_ARC_108_MAG_00139_000000000287_3	-
TARA_ARC_108_MAG_00139_000000000287_4	-
TARA_ARC_108_MAG_00139_000000000287_5	-
TARA_ARC_108_MAG_00139_000000000287_6	-
TARA_ARC_108_MAG_00139_000000000287_7	-
TARA_ARC_108_MAG_00139_000000000287_8	3.5.1.19
TARA_ARC_108_MAG_00139_000000000287_9	6.3.4.21
TARA_ARC_108_MAG_00139_000000000288_1	2.7.13.3
TARA_ARC_108_MAG_00139_000000000288_2	-
TARA_ARC_108_MAG_00139_000000000288_3	-
TARA_ARC_108_MAG_00139_000000000288_4	2.7.1.191
TARA_ARC_108_MAG_00139_000000000288_5	-
TARA_ARC_108_MAG_00139_000000000288_6	-
TARA_ARC_108_MAG_00139_000000000288_7	1.1.1.157
TARA_ARC_108_MAG_00139_000000000289_1	-
TARA_ARC_108_MAG_00139_000000000289_2	-
TARA_ARC_108_MAG_00139_000000000289_3	-
TARA_ARC_108_MAG_00139_000000000289_4	-
TARA_ARC_108_MAG_00139_000000000289_5	-
TARA_ARC_108_MAG_00139_000000000289_6	3.4.11.4
TARA_ARC_108_MAG_00139_000000000289_7	6.1.1.15
TARA_ARC_108_MAG_00139_000000000289_8	-
TARA_ARC_108_MAG_00139_000000000289_9	-
TARA_ARC_108_MAG_00139_000000000289_10	-
TARA_ARC_108_MAG_00139_000000000290_1	4.6.1.1
TARA_ARC_108_MAG_00139_000000000290_2	4.1.99.3
TARA_ARC_108_MAG_00139_000000000291_1	1.2.1.3,1.2.1.99
TARA_ARC_108_MAG_00139_000000000291_2	-
TARA_ARC_108_MAG_00139_000000000291_3	1.2.1.60,1.2.1.8
TARA_ARC_108_MAG_00139_000000000291_4	1.13.11.2
TARA_ARC_108_MAG_00139_000000000291_5	4.1.1.105,4.1.1.28
TARA_ARC_108_MAG_00139_000000000292_1	-
TARA_ARC_108_MAG_00139_000000000293_1	-
TARA_ARC_108_MAG_00139_000000000293_2	4.2.1.84
TARA_ARC_108_MAG_00139_000000000293_3	4.2.1.84
TARA_ARC_108_MAG_00139_000000000293_4	-
TARA_ARC_108_MAG_00139_000000000293_5	-
TARA_ARC_108_MAG_00139_000000000293_6	6.3.4.4
TARA_ARC_108_MAG_00139_000000000293_7	-
TARA_ARC_108_MAG_00139_000000000294_1	-
TARA_ARC_108_MAG_00139_000000000294_2	-
TARA_ARC_108_MAG_00139_000000000294_3	-
TARA_ARC_108_MAG_00139_000000000294_4	-
TARA_ARC_108_MAG_00139_000000000294_5	2.1.1.79
TARA_ARC_108_MAG_00139_000000000294_6	-
TARA_ARC_108_MAG_00139_000000000295_1	-
TARA_ARC_108_MAG_00139_000000000295_2	-
TARA_ARC_108_MAG_00139_000000000295_3	-
TARA_ARC_108_MAG_00139_000000000296_2	-
TARA_ARC_108_MAG_00139_000000000296_3	4.4.1.3
TARA_ARC_108_MAG_00139_000000000297_1	-
TARA_ARC_108_MAG_00139_000000000297_2	-
TARA_ARC_108_MAG_00139_000000000297_3	-
TARA_ARC_108_MAG_00139_000000000298_1	-
TARA_ARC_108_MAG_00139_000000000298_3	-
TARA_ARC_108_MAG_00139_000000000299_1	2.2.1.6
TARA_ARC_108_MAG_00139_000000000299_2	2.8.3.16
TARA_ARC_108_MAG_00139_000000000299_3	-
TARA_ARC_108_MAG_00139_000000000299_4	-
TARA_ARC_108_MAG_00139_000000000299_5	-
TARA_ARC_108_MAG_00139_000000000299_6	-
TARA_ARC_108_MAG_00139_000000000300_1	-
TARA_ARC_108_MAG_00139_000000000300_2	-
TARA_ARC_108_MAG_00139_000000000300_3	-
TARA_ARC_108_MAG_00139_000000000301_1	-
TARA_ARC_108_MAG_00139_000000000301_2	-
TARA_ARC_108_MAG_00139_000000000301_3	-
TARA_ARC_108_MAG_00139_000000000301_4	-
TARA_ARC_108_MAG_00139_000000000302_1	-
TARA_ARC_108_MAG_00139_000000000302_2	-
TARA_ARC_108_MAG_00139_000000000302_3	-
TARA_ARC_108_MAG_00139_000000000302_5	-
TARA_ARC_108_MAG_00139_000000000302_6	-
TARA_ARC_108_MAG_00139_000000000302_7	-
TARA_ARC_108_MAG_00139_000000000302_8	-
TARA_ARC_108_MAG_00139_000000000302_9	-
TARA_ARC_108_MAG_00139_000000000302_10	-
TARA_ARC_108_MAG_00139_000000000302_11	2.7.13.3
TARA_ARC_108_MAG_00139_000000000303_1	-
TARA_ARC_108_MAG_00139_000000000303_2	1.5.3.1
TARA_ARC_108_MAG_00139_000000000303_3	-
TARA_ARC_108_MAG_00139_000000000303_4	1.5.3.1
TARA_ARC_108_MAG_00139_000000000303_5	1.5.3.1
TARA_ARC_108_MAG_00139_000000000304_1	-
TARA_ARC_108_MAG_00139_000000000304_2	-
TARA_ARC_108_MAG_00139_000000000304_3	1.3.1.76,2.1.1.107,4.99.1.4
TARA_ARC_108_MAG_00139_000000000304_4	-
TARA_ARC_108_MAG_00139_000000000304_5	-
TARA_ARC_108_MAG_00139_000000000304_6	1.7.1.15
TARA_ARC_108_MAG_00139_000000000304_7	1.7.1.15
TARA_ARC_108_MAG_00139_000000000305_1	-
TARA_ARC_108_MAG_00139_000000000305_2	5.4.99.20
TARA_ARC_108_MAG_00139_000000000305_3	3.5.1.11
TARA_ARC_108_MAG_00139_000000000305_4	1.1.1.31,1.1.1.60
TARA_ARC_108_MAG_00139_000000000306_2	-
TARA_ARC_108_MAG_00139_000000000306_3	6.4.1.4
TARA_ARC_108_MAG_00139_000000000307_1	-
TARA_ARC_108_MAG_00139_000000000307_2	-
TARA_ARC_108_MAG_00139_000000000307_3	2.8.4.5
TARA_ARC_108_MAG_00139_000000000307_4	5.1.1.7
TARA_ARC_108_MAG_00139_000000000307_8	-
TARA_ARC_108_MAG_00139_000000000307_9	-
TARA_ARC_108_MAG_00139_000000000308_1	-
TARA_ARC_108_MAG_00139_000000000308_2	-
TARA_ARC_108_MAG_00139_000000000308_3	-
TARA_ARC_108_MAG_00139_000000000308_4	1.6.1.2
TARA_ARC_108_MAG_00139_000000000308_5	1.6.1.2
TARA_ARC_108_MAG_00139_000000000309_1	1.3.1.76,2.1.1.107,4.99.1.4
TARA_ARC_108_MAG_00139_000000000309_2	-
TARA_ARC_108_MAG_00139_000000000309_3	1.8.1.2
TARA_ARC_108_MAG_00139_000000000310_1	2.5.1.17
TARA_ARC_108_MAG_00139_000000000310_2	-
TARA_ARC_108_MAG_00139_000000000310_3	4.2.3.5
TARA_ARC_108_MAG_00139_000000000310_4	-
TARA_ARC_108_MAG_00139_000000000310_5	-
TARA_ARC_108_MAG_00139_000000000311_1	2.6.1.9
TARA_ARC_108_MAG_00139_000000000311_2	-
TARA_ARC_108_MAG_00139_000000000311_4	3.2.2.20
TARA_ARC_108_MAG_00139_000000000311_5	-
TARA_ARC_108_MAG_00139_000000000311_6	2.3.1.9
TARA_ARC_108_MAG_00139_000000000311_7	1.1.1.36
TARA_ARC_108_MAG_00139_000000000312_1	5.1.99.4
TARA_ARC_108_MAG_00139_000000000312_2	-
TARA_ARC_108_MAG_00139_000000000312_3	-
TARA_ARC_108_MAG_00139_000000000312_4	4.1.1.19
TARA_ARC_108_MAG_00139_000000000312_5	-
TARA_ARC_108_MAG_00139_000000000313_1	-
TARA_ARC_108_MAG_00139_000000000313_2	2.4.2.9
TARA_ARC_108_MAG_00139_000000000313_3	5.4.2.7
TARA_ARC_108_MAG_00139_000000000314_1	2.7.7.8
TARA_ARC_108_MAG_00139_000000000314_2	-
TARA_ARC_108_MAG_00139_000000000315_1	2.6.1.52
TARA_ARC_108_MAG_00139_000000000315_2	1.1.1.399,1.1.1.95
TARA_ARC_108_MAG_00139_000000000315_3	3.1.3.16
TARA_ARC_108_MAG_00139_000000000315_5	2.3.1.9
TARA_ARC_108_MAG_00139_000000000315_6	-
TARA_ARC_108_MAG_00139_000000000315_7	2.1.1.163,2.1.1.201
TARA_ARC_108_MAG_00139_000000000315_9	3.2.2.23,4.2.99.18
TARA_ARC_108_MAG_00139_000000000315_10	4.2.1.17
TARA_ARC_108_MAG_00139_000000000316_1	2.3.1.1,2.3.1.35
TARA_ARC_108_MAG_00139_000000000316_2	3.6.1.55
TARA_ARC_108_MAG_00139_000000000316_3	-
TARA_ARC_108_MAG_00139_000000000316_4	-
TARA_ARC_108_MAG_00139_000000000316_5	-
TARA_ARC_108_MAG_00139_000000000316_6	-
TARA_ARC_108_MAG_00139_000000000316_7	-
TARA_ARC_108_MAG_00139_000000000316_8	-
TARA_ARC_108_MAG_00139_000000000316_9	3.4.11.5
TARA_ARC_108_MAG_00139_000000000316_10	2.1.1.222,2.1.1.64
TARA_ARC_108_MAG_00139_000000000316_11	-
TARA_ARC_108_MAG_00139_000000000316_12	3.5.1.77
TARA_ARC_108_MAG_00139_000000000316_13	-
TARA_ARC_108_MAG_00139_000000000316_14	-
TARA_ARC_108_MAG_00139_000000000316_15	-
TARA_ARC_108_MAG_00139_000000000316_16	4.99.1.1,4.99.1.9
TARA_ARC_108_MAG_00139_000000000316_18	-
TARA_ARC_108_MAG_00139_000000000316_19	-
TARA_ARC_108_MAG_00139_000000000316_20	-
TARA_ARC_108_MAG_00139_000000000316_21	2.1.1.190,2.1.1.35
TARA_ARC_108_MAG_00139_000000000316_22	-
TARA_ARC_108_MAG_00139_000000000317_1	-
TARA_ARC_108_MAG_00139_000000000317_2	-
TARA_ARC_108_MAG_00139_000000000317_3	3.5.1.41
TARA_ARC_108_MAG_00139_000000000317_4	3.5.3.26
TARA_ARC_108_MAG_00139_000000000317_5	-
TARA_ARC_108_MAG_00139_000000000318_1	-
TARA_ARC_108_MAG_00139_000000000318_2	-
TARA_ARC_108_MAG_00139_000000000318_3	-
TARA_ARC_108_MAG_00139_000000000319_2	1.2.7.8
TARA_ARC_108_MAG_00139_000000000320_1	2.3.3.13
TARA_ARC_108_MAG_00139_000000000320_2	-
TARA_ARC_108_MAG_00139_000000000320_3	-
TARA_ARC_108_MAG_00139_000000000320_4	-
TARA_ARC_108_MAG_00139_000000000320_5	-
TARA_ARC_108_MAG_00139_000000000320_6	-
TARA_ARC_108_MAG_00139_000000000320_8	6.3.1.5
TARA_ARC_108_MAG_00139_000000000320_9	-
TARA_ARC_108_MAG_00139_000000000320_10	6.1.1.17
TARA_ARC_108_MAG_00139_000000000320_11	-
TARA_ARC_108_MAG_00139_000000000320_12	-
TARA_ARC_108_MAG_00139_000000000320_13	3.1.3.25
TARA_ARC_108_MAG_00139_000000000320_14	-
TARA_ARC_108_MAG_00139_000000000320_15	-
TARA_ARC_108_MAG_00139_000000000320_16	3.1.1.5
TARA_ARC_108_MAG_00139_000000000320_17	1.3.1.1
TARA_ARC_108_MAG_00139_000000000321_1	3.5.1.31,3.5.1.88
TARA_ARC_108_MAG_00139_000000000321_2	4.4.1.8
TARA_ARC_108_MAG_00139_000000000321_3	-
TARA_ARC_108_MAG_00139_000000000321_4	1.8.5.7
TARA_ARC_108_MAG_00139_000000000322_1	2.4.1.33
TARA_ARC_108_MAG_00139_000000000322_3	2.7.7.13,5.3.1.8
TARA_ARC_108_MAG_00139_000000000322_4	1.1.1.132,1.1.1.22
TARA_ARC_108_MAG_00139_000000000322_5	-
TARA_ARC_108_MAG_00139_000000000323_2	-
TARA_ARC_108_MAG_00139_000000000323_3	-
TARA_ARC_108_MAG_00139_000000000323_4	-
TARA_ARC_108_MAG_00139_000000000323_5	-
TARA_ARC_108_MAG_00139_000000000323_7	-
TARA_ARC_108_MAG_00139_000000000323_8	-
TARA_ARC_108_MAG_00139_000000000323_9	5.5.1.27
TARA_ARC_108_MAG_00139_000000000323_10	-
TARA_ARC_108_MAG_00139_000000000323_11	-
TARA_ARC_108_MAG_00139_000000000323_12	4.2.1.7
TARA_ARC_108_MAG_00139_000000000323_13	-
TARA_ARC_108_MAG_00139_000000000323_14	1.1.1.60
TARA_ARC_108_MAG_00139_000000000323_15	-
TARA_ARC_108_MAG_00139_000000000323_16	-
TARA_ARC_108_MAG_00139_000000000323_17	-
TARA_ARC_108_MAG_00139_000000000323_18	3.1.3.11,3.1.3.37
TARA_ARC_108_MAG_00139_000000000323_19	2.5.1.61
TARA_ARC_108_MAG_00139_000000000323_20	4.1.1.37
TARA_ARC_108_MAG_00139_000000000323_21	-
TARA_ARC_108_MAG_00139_000000000323_22	-
TARA_ARC_108_MAG_00139_000000000323_23	-
TARA_ARC_108_MAG_00139_000000000323_24	5.3.3.2
TARA_ARC_108_MAG_00139_000000000324_1	-
TARA_ARC_108_MAG_00139_000000000324_2	-
TARA_ARC_108_MAG_00139_000000000324_3	-
TARA_ARC_108_MAG_00139_000000000324_4	1.1.3.15
TARA_ARC_108_MAG_00139_000000000324_5	-
TARA_ARC_108_MAG_00139_000000000324_6	-
TARA_ARC_108_MAG_00139_000000000324_7	2.1.1.177
TARA_ARC_108_MAG_00139_000000000324_8	-
TARA_ARC_108_MAG_00139_000000000324_9	-
TARA_ARC_108_MAG_00139_000000000324_11	4.2.1.33,4.2.1.35
TARA_ARC_108_MAG_00139_000000000325_1	-
TARA_ARC_108_MAG_00139_000000000325_2	-
TARA_ARC_108_MAG_00139_000000000325_3	-
TARA_ARC_108_MAG_00139_000000000325_4	-
TARA_ARC_108_MAG_00139_000000000325_5	-
TARA_ARC_108_MAG_00139_000000000325_6	-
TARA_ARC_108_MAG_00139_000000000326_2	3.6.4.12
TARA_ARC_108_MAG_00139_000000000326_3	-
TARA_ARC_108_MAG_00139_000000000326_4	-
TARA_ARC_108_MAG_00139_000000000327_3	-
TARA_ARC_108_MAG_00139_000000000328_1	2.1.1.77
TARA_ARC_108_MAG_00139_000000000328_2	-
TARA_ARC_108_MAG_00139_000000000328_3	-
TARA_ARC_108_MAG_00139_000000000328_4	6.3.5.10
TARA_ARC_108_MAG_00139_000000000328_5	-
TARA_ARC_108_MAG_00139_000000000328_6	-
TARA_ARC_108_MAG_00139_000000000328_7	-
TARA_ARC_108_MAG_00139_000000000329_1	3.1.3.25
TARA_ARC_108_MAG_00139_000000000329_2	-
TARA_ARC_108_MAG_00139_000000000329_3	2.4.99.12,2.4.99.13,2.4.99.14,2.4.99.15
TARA_ARC_108_MAG_00139_000000000329_4	2.7.1.130
TARA_ARC_108_MAG_00139_000000000329_5	-
TARA_ARC_108_MAG_00139_000000000329_6	-
TARA_ARC_108_MAG_00139_000000000329_7	-
TARA_ARC_108_MAG_00139_000000000329_8	-
TARA_ARC_108_MAG_00139_000000000330_1	6.2.1.30
TARA_ARC_108_MAG_00139_000000000330_2	-
TARA_ARC_108_MAG_00139_000000000330_3	-
TARA_ARC_108_MAG_00139_000000000330_4	-
TARA_ARC_108_MAG_00139_000000000331_1	1.20.4.1
TARA_ARC_108_MAG_00139_000000000331_2	-
TARA_ARC_108_MAG_00139_000000000331_3	-
TARA_ARC_108_MAG_00139_000000000331_4	-
TARA_ARC_108_MAG_00139_000000000331_5	3.6.3.30
TARA_ARC_108_MAG_00139_000000000331_6	-
TARA_ARC_108_MAG_00139_000000000332_1	-
TARA_ARC_108_MAG_00139_000000000332_2	1.2.1.88,1.5.5.2
TARA_ARC_108_MAG_00139_000000000333_2	2.5.1.6
TARA_ARC_108_MAG_00139_000000000333_3	-
TARA_ARC_108_MAG_00139_000000000333_4	2.1.1.33
TARA_ARC_108_MAG_00139_000000000333_5	2.5.1.19
TARA_ARC_108_MAG_00139_000000000333_6	2.7.4.25
TARA_ARC_108_MAG_00139_000000000334_1	-
TARA_ARC_108_MAG_00139_000000000334_2	-
TARA_ARC_108_MAG_00139_000000000334_3	-
TARA_ARC_108_MAG_00139_000000000335_1	1.17.4.1
TARA_ARC_108_MAG_00139_000000000335_2	-
TARA_ARC_108_MAG_00139_000000000336_2	2.3.1.37
TARA_ARC_108_MAG_00139_000000000336_3	-
TARA_ARC_108_MAG_00139_000000000336_4	1.17.7.1,1.17.7.3
TARA_ARC_108_MAG_00139_000000000336_5	-
TARA_ARC_108_MAG_00139_000000000337_1	2.7.7.7
TARA_ARC_108_MAG_00139_000000000337_2	-
TARA_ARC_108_MAG_00139_000000000337_3	-
TARA_ARC_108_MAG_00139_000000000337_4	6.1.1.21
TARA_ARC_108_MAG_00139_000000000337_5	-
TARA_ARC_108_MAG_00139_000000000338_1	-
TARA_ARC_108_MAG_00139_000000000338_2	-
TARA_ARC_108_MAG_00139_000000000338_3	2.3.1.9
TARA_ARC_108_MAG_00139_000000000338_4	1.13.12.16
TARA_ARC_108_MAG_00139_000000000338_5	-
TARA_ARC_108_MAG_00139_000000000338_6	-
TARA_ARC_108_MAG_00139_000000000338_7	-
TARA_ARC_108_MAG_00139_000000000338_8	-
TARA_ARC_108_MAG_00139_000000000338_9	-
TARA_ARC_108_MAG_00139_000000000338_10	-
TARA_ARC_108_MAG_00139_000000000338_11	-
TARA_ARC_108_MAG_00139_000000000338_12	-
TARA_ARC_108_MAG_00139_000000000338_13	-
TARA_ARC_108_MAG_00139_000000000338_14	6.2.1.16
TARA_ARC_108_MAG_00139_000000000339_1	-
TARA_ARC_108_MAG_00139_000000000339_2	-
TARA_ARC_108_MAG_00139_000000000339_3	-
TARA_ARC_108_MAG_00139_000000000339_4	-
TARA_ARC_108_MAG_00139_000000000339_5	-
TARA_ARC_108_MAG_00139_000000000339_6	-
TARA_ARC_108_MAG_00139_000000000340_1	6.3.2.2
TARA_ARC_108_MAG_00139_000000000340_2	-
TARA_ARC_108_MAG_00139_000000000340_3	-
TARA_ARC_108_MAG_00139_000000000340_4	-
TARA_ARC_108_MAG_00139_000000000340_5	-
TARA_ARC_108_MAG_00139_000000000340_6	-
TARA_ARC_108_MAG_00139_000000000341_2	1.5.1.2
TARA_ARC_108_MAG_00139_000000000341_3	1.2.1.99
TARA_ARC_108_MAG_00139_000000000341_5	4.3.3.7
TARA_ARC_108_MAG_00139_000000000341_6	-
TARA_ARC_108_MAG_00139_000000000342_1	-
TARA_ARC_108_MAG_00139_000000000342_2	-
